,Tweet,Sentiment
7468, Waze rahe ke ye tamam shehar Brazil ke taqreban tamam aham elaqon ya khiton ka ahata karte hain,Neutral
7469," In sheharon mein Brasilia, Sao Paulo, Salvador, Recife, Cuiaba, Manaus, Natal, Rio de Janeiro, Fortaleza, Belo Horizonte, Porto Alegre aur Curitiba shamil hain",Neutral
7470, Tahum is andazah lagai gai raqam mein 435 Million Dollor ka ezafah howa jis par zabardast awami rad e amal bhi samne aaya,Neutral
7471," Dosri taraf Brazil ke wazir e Kheel Aldo Rebelo ka kehna hai ke World Cup ke ineqad se Brazil ki maishat mein lag bhag 90 Billion Dollor dakhil hon ge, jis ka baraherast faidah awam ko hasil ho ga",Neutral
7472,World Cup ke doran majmoi tor par 12 stadiums mein muqabalon ka ineqad ho ga,Neutral
7473, Inmein se 7 medan naye tameer kiye gaye hain,Neutral
7474, Jin mein Brasilia mein waqaye “Eatadio Mane Garrincha” bhi shamil hai,Neutral
7475, Is stadium mein World Cup ke 7 muqable hon ge,Neutral
7476,Question: Bator captain aap ki tarjih kia hoti hai nojawan ya tajurbe kar players?,Neutral
7477,"Question: Mazi mein aksar bare events se qabal mahir e nafsiyat ke lectures ka ahtemam karta hai, kia World T20 se qabal bhi esa karna chaheye?",Neutral
7478,Question: Kia ye baat durust hai ke Pakistan ki nimaindagi ke leye ibteda mein haliya big bash ka muhaidah khatam karne par aap ne PCB se zar talafi talb kiya tha?,Neutral
7479,"        Question: Guzishta dinon IPL ki nilami mein khilariyon ki bhari roqom ke ewaz farokht hoi, kia is ka hissa na ban kar afsos howa?",Neutral
7480,"Question: Pakistani players IPL se bahar hain, is par kesa mehsos karte hain?",Neutral
7481,Question: Bator all rounder aap ko blowing ziyadah pasand hai ya bating?,Neutral
7482,"Question: Jis tarah Saeed Ajmal Faisalabad mein cricket academy bana rahe hain, aap ka esa koi iradah hai?",Neutral
7483,"Question: Aap ko cricket halqon mein professor kaha jata hai, acha lagta hai ya bora?",Neutral
7484,Question: Quomi team ki qayadat ka tajurba tahal kesa raha hai?,Neutral
7485,Question: Test aur one day mein captaini ke bare mein sochte hain?,Neutral
7486,"Question: Baz oqat feld mein aap captain Misbah ul Haq par hawi ho kar mashware dete hain, is ki kia wajah hai?",Neutral
7487,1930 ki dahai mein adbi safar shuro kerney waley Ahmed Nadeem Qasmi Shumal Magrabi Punjab ki wadi Soon Sekser ke gaon Khushab mein 20 November 1916 ko paida huye,Neutral
7488,Ahmed Nadeem Qasmi ka  asal nam Ahmed Shah tha aur woh Awan baradri se taluq rakhtey they,Neutral
7489,Nadeem un ka takhlus tha,Neutral
7490,Ahmed Nadeem Qasmi  ne Atak (uss waqt campbellpur) mein ibtada e taleem hasil ki,Neutral
7491,Phir app ne 1930 1931 mein Government High School Sheikhupura mein dakhla liya aap ne Maulana Mohammed Ali Jauhar ke inteqal per aik noha likha jo Lahore ke roznama saisat mein shaya huwa unhon ne issi saal matric ka imtehan (Matric Exeminaton  pass) kiya phir Bhawalpur ke Sadiq Egerton College mein dakhla kiya aur yehan se B,Neutral
7492,A pass kiya,Neutral
7493,Ahmed Nadeem Qasmi ki kahanyon ka pehla majmua �EEE€�EEEChopaal�EEE€�EEE 1939 mein shae hua,Neutral
7494,Issi saal mahkama excise  (excise department)   mein inspector ke taur per bharti huye,Neutral
7495,"Mohammad Hafeez: Is mein koi ghair mamoli baat nahi, esa kisi ke sath bhi ho sakta hai, cricket mein kabhi batsman to kabhi blower ka bhari rehta hai",Neutral
7496,1942 mein nokri (job) se intehai bezar Ahmed Nadeem Qasmi istefa deker Imteiaz Ali Taj ke ashati adarey mieh shamil ho gae jahan unhien bachchon ke resalay,Neutral
7497,Zila Sergodha mein un dino Uninest parti ka bara zor tha lakin Ahmed Nadeem Qasmi ne us ke moqabil Muslim leag ki tanzeem o tosi mein barh char ker hissa leya,Neutral
7498,Woh 1949 mein Ahmed Nadeem Qasmi mukhtasar muddat kay liye Anjuman Tarraqi Pasand musanafeen kay general secretary rahey,Neutral
7499,1951 mein  Ahmed Nadeem Qasmi Public sefty act ke tehat nazar band rahay,Neutral
7500,1954 mein Unhoon ne Anjuman kay uhday istafa dediya,Neutral
7501,"Mohammad Hafeez: Main is hawale se nahi sochta, qayadat ki izafi zimedari sonpne ka fasla board karta hai, us ne T20 ka mujhe captain banaya, main 100 sifad commitment se faraiz injam de raha hun, meri koshish hai ke team acha kheel pesh kare sath hi mustaqbil ke leye naya talent bhi farahum karna chahata hun",Neutral
7502,1942 mein dosri bar federation ke saddar muntakhib howae,Neutral
7503,Matric ke baad hi Hameed Nizami ne  urdu nazmein aur afsane likhne ka aghaz kar diya tha,Neutral
7504,Ye fariza aap ne 1938 tak nibhaya,Neutral
7505,Siyasat ke sath sath aap sahafat mein bhi dilchaspi rakhte the aur tehrik e Pakistan ke doran aap ne mehsos kiya ke Punjab Muslim League aur tehreek e Pakistan ko Taqwiyat phochane ke liye aik musar akhbar hona chaheye chunacha unhon ne March 1940 mein 15 roza Nawa e waqat jari kiya jo bad mein roz name ki sorat ikhteyar kar gaya,Neutral
7506,Hameed Nizami ke almana adariyon ne musalmanan e hind ko sahi fikri simt di,Neutral
7507," 1946 ke aam intekhabat mein Muslim Leaguei umeedwaron ke haq mein, aur bad izan Khirzar Hayat wazarat ke khilaf ihetejaji tehreek mein Hameed Nizami Marhom ne qayadat ka haq ada kiya",Neutral
7508,Is doran press qawanin mein tarmim kar ke Nawa e waqat ka deceleration mansokh kar diya gaya,Neutral
7509,Urdu main mazahmati shayri ke naqeeb Habib Jalib 24 March1928 ko Miyani Afghana zila Hoshiarpur mein paida huye,Neutral
7510," Asal naam Habib Ahmed, walid ka naam Sufi Inayat Ullah Khan jo Allama Iqbal ki shaiyri ke dildada the",Neutral
7511,Bachpan Hoshiarpur mein guzra,Neutral
7512,Dosri jang-e-azeem ke zamane mein in ke walid Dehli chale gae,Neutral
7513,Habib Ahmed ko 14 saal ki umar mein Anglo Arabic School Dehli mein 7 class mein dakhil karwaya gaya,Neutral
7514,In ki tawajja parhai se ziyada shaiyri ki taraf thi,Neutral
7515,Qeyam-e-Pakistan ke bad aap Karachi aa gae aur Jackob Lines School main dakhil ho gae,Neutral
7516,�EEE€�EEE is ke sath he qaid-o-band ka silsila shuru ho gaya,Neutral
7517," Zulfiqar ali Bhutto  socialism ke manshoor par bar sar-e-iqtedaar aae the aur socialist Jalib ne isi bunyad par intekhabi mohim ke dauran un ki taraf dari ki thi, lekin jab Bhutto sahab ne National Awami party ki hukoomat ko bartaraf kiya aur siyasi rehnumaon ke khilaf Hyderabad sazish case qaiym hua to Jalib ne us ke khilaf bhi shaiyr kahe aur giriftar hue aur 10 maah jail main rahe",Neutral
7518,Aap ne 12 March 1993 ko wafat paai,Neutral
7519," Aap ki shaiyri ke majmoun main Barg-e-awara, Sar-e-Maqtal, Aehde Sitam, Zikar Behte Khoon Ka, Goshey Main Qafs Ke, Aehde Saza, Hurf-e-Haq aur Is Shehar Kharabi main shamil hai",Neutral
7520,Aap ki kulyat sar-e-dar ke naam se shaey hui,Neutral
7521,Urdu mein ese shura ki kami nahi jo mukhtalif tabqat mein mukhtalif adwar ke doraan maqbool rahe,Neutral
7522,"Daber ul mulk, Najam ud dola, mirza Nosha, Asad ulallah Beig Khan Ghalib 27 December 1797 ko Agrah mein peda howe",Neutral
7523,15 February 1869 ko Delhi mein Mirza Ghalib ka inteqal howa,Neutral
7524,"�EEE€�EEE Ye fard ke zauq, us ki zehni satah aur zarorat ka mamla hai",Neutral
7525,Likhne wale ki batnisachai aur jhot hi ka hota hai,Neutral
7526,Un ka �EEE€�EEEandaz e bayan aur�EEE€�EEE hona un ki barai hai,Neutral
7527," Mutazakira sadar ke elawa aap ki mashor kitabon mein mirical of anti Craist, wonderful adventure of nil, girl form the marshal craft, yoroshilum and home studded shamil hain",Neutral
7528,Pakistan ke qaumi tarane ke khaliq Abu Al Asar Hafeez Jullundhuri 14 january 1900 mein jalandhar India mein paida hue,Neutral
7529,Ibtedai taleem jalandhar he main paye,Neutral
7530,1947 mein app India se hijrat kar ke Lahore aye,Neutral
7531,Hafeez Jalandhari ki pehli shadi unki cousin Zeenat Begum se 1917 mein huye,Neutral
7532,Hafeez Jullandhuri qadir-ul-kalam shaiyr Maulana Ghulam Qadir Bilgirami ke shagird the,Neutral
7533,1948 awaiyl mein ap ne Kashmir ki azaadi ke liye jari sargarmiyon main hissa liya,Neutral
7534,Ap ki sab se aeham tasneef �EEE€�EEE Shahnama-e-Islam,Neutral
7535,Ap  Hazar dastaan Mukhzin jaise adbi rasaiyl ke bhi mudeer rahe,Neutral
7536,hai jo chaar jildon mein shaey hua,Neutral
7537,"        In ki shaiyri amooman Romani, Mazhabi, Mili aur takhliqat-e-qudrat ke mauzoo par hai",Neutral
7538," Patna, Bharat ke mashoor sahafi Rizwan Ahmed in ke bare mein likhte hai",Neutral
7539,Inho ne ghazal main bohat se nae tajurbaat kiye,Neutral
7540,"        Shad-e-Azeem abaadi ko khiraj-e-aqeedat pesh karte hue unho ne shad ki mashoor ghazal �EEE€�EEEKhilone De Kar Behlaya Gaya Hoon �EEE€�EEE ki zameen main bhi ek ghazal sunai thi, jis ka maqtaa tha",Neutral
7541,Hafeez Jalandhari 14 January 1900 ko Jhalandar main paida hue the aur 21 December 1982 ko Lahore mein inteqaal farmaya,Neutral
7542," Inho ne apni takhliqaat mein chaar jildon mein Shahnama-e-Islam, Naghma zaad, Sozosaaz, Tulkhaba Shereen aur Chiragh Sehar chore",Neutral
7543,Ibn-e-Safi ne jasoosi novel nigari kisi sahab ke is dawey kw bad ki thi ke bar-e-saghir mein jasoosi novel sirf fahesh nigari ki wajah se maqbool hai,Neutral
7544,Dua go ko Pakistan Television ne tele film ki hesiyat se picturize kiya tha,Neutral
7545,Mashoor adakar Qivi khan ne is mein Imran ka kirdar ada kiya tha,Neutral
7546,Ibn e Safi 26 July 1980 ko inteqal kargaye,Neutral
7547,Ahmed Faraz 14 January  1931 ko Kohat mein peyda hue,Neutral
7548,Ap ne Urdu aur Farsi mein MA kiya,Neutral
7549,Taleem ki takmeel ke bad radio se alehda ho gaey aur University mein Lecturer ship ikhteyar kar li,Neutral
7550,Unhe 1976 mein Akadmi Adbiyat Pakistan ka pehla Sarbarah banaya gaya,Neutral
7551,Ahmed Faraz ne mutadid mumalik ke daurey kiye,Neutral
7552,In ka kalam Aligarh University aur Peshawar University ke nisab mein shamil hai,Neutral
7553,Ahmed Faraz jinho ne aik zamane mein Fauj mein bhi mulazmat ki koshish ki thi,Neutral
7554,Ahmed Shah Bukhari Patras 1 October 1898 mein Peshawar mein peyda hue,Neutral
7555,Aap ke walid Syed Asad Ullah Shah Peshawar mein aik Lawyer  ke munshi the,Neutral
7556,Ibtedai taleem Peshawar mein hasil ki aur us ke bad Government College Lahore mein dakhil hue aur aezazi Numbers ke sath MA paas kiya,Neutral
7557,Talib-e-Ilmi ke zamane mein unhe sheyr-o-adab se gehri dilchaspi thi,Neutral
7558,Aur wo 7 baras tak bataur director munsalik rahe,Neutral
7559,Is auhdey par 1954 tak faiyz rahe,Neutral
7560,Aap December 1957 mein retire hone wale the aur Columbia University mein Professor qabol kar chuke the,Neutral
7561,In ki peydaish Peshawar ke aik ilmi gharane mein hui,Neutral
7562,�EEE€�EEEAhmed Shah Bukhari ne Govt,Neutral
7563,College Lahore mein maroof usatza ki sarparasti mein taleem hasil ki aur College ke maroof muhalley �EEE€�EEE Ravi �EEE€�EEE ki adrat sambhali,Neutral
7564,College Lahore ke Principal ka auhda pesh kiya gaya,Neutral
7565,In ka khayal tha ke Govt,Neutral
7566,Aur aakhir mein zikar hai is mazmoon ka jo mukhtalif kitabon ke nisab mein shamil rehne ke sabab in ka maroof tareen mazmoon hai,Neutral
7567,Naam to hai is ka �EEE€�EEE Marhoom ki yad mein �EEE€�EEE lekin is ki aik mukhtasir shakal �EEE€�EEE Mirza ki Bicycle �EEE€�EEE ke unwaan se High School ke Urdu nisab mein arsaa daraz tak shamil rahi hai,Neutral
7568,Mukhtasir zakhamat ke is majmooey ki badaulat Patras ka naam Urdu adab mein hamesha zinda rahega,Neutral
7569,Walid ka isim e ghirami Bhah ul Haq Qasmi tha,Neutral
7570,Jo qayam e Pakistan ke waqat Wazirabad mein aakar abad hoye,Neutral
7571,MB Primary School number 2 Wazirabad se Primary aur bad mein middle kiya,Neutral
7572,A kiya aur isi College se 1964 mein BA kiya,Neutral
7573,1966 mein Oriental College Lahore se MA Urdu kiya,Neutral
7574,"Attaul Haq Qasmi ne Amrica, Australia, Norway, England, Sudan, Denmark, Holland, Belgium, France, Spain, India, Japan, Sudi Arab, Qarat, Bheran, Dubai, Masqat, China, Switzerland, Turkey, Indonesia, Thailand aur bohat se mumalik mein munaqid hone wali adabi majalis mein bataor mehman e khososi shirkat ki",Neutral
7575," Rozan e Dewar se (column), Attaye (column),Sagoshiyan(column), juram e zarifi(column), column tamam(column), dhool dhapa(column), khind makrar(tanz o mazah), Barah Singe(tanz o mazah), Mazid Ganje Farishte(tanz o mazah), Hasna rona mana hai(tanz o mazah), Bazicha e Amal(tanz o mazah), Shoq e Awargi (safar naama), Goron ke Des mein(safar naama), Duniya  Khobsorat hai(safar naama), Aik ghair mulki saiyah ka safar naama Lahore(safar naama), Deli dorast (safar naama) aur mulakatein adhori hain",Neutral
7576," (Shairi ka majmua) Wasiyat naama, Habs e Mamul is ke elawa TV ke leye likhe gaye drame Khowja and sons, Shab Deg, Haweli, Ap ka khadim (Shahar Italy), Ali baba challis chor, Harfan mula, Election election aur Apne paraye wagherah",Neutral
7577,"Un jaisa to karna mushkil tha, magar main ne un ke andaaz ko follow karne ki koshish ki",Neutral
7578,Aaiynda kaun si film kar rahe hain ?,Neutral
7579,Bollywood ki films karne ke liye to aap ko Tv se break lena parhega ?,Neutral
7580,Aap ne apne aap ko sirf acting ke liye waqf kar rakha hai ya hosting bhi karte hain ?,Neutral
7581,"Ji han, main ne Geo, ARY aur Hum Tv ke mukhtalif programs ki hosting ki hai",Neutral
7582,"Aap ne haal he mein aik title song gaya hai, kya pehle se ganey ka shauq tha ya aaj kal jo actresses mein gane ka daur chal parha hai, use dekh kar aap bhi meydan mein kood parhe ?",Neutral
7583,Aap ise job hi samajh len,Neutral
7584,Singing ka tajurba kaisa raha ?,Neutral
7585,Kuch yaad hai ke pehli film kab ki thi ?,Neutral
7586,"Ji han, yeh koi itni purani baat nahi",Neutral
7587,1998 mein film Nikkah se apne career ka aaghaz kiya tha,Neutral
7588,Television par ab tak kitne serial kar chuke hai aur in mein se kise yadgaar samajhte hain ?,Neutral
7589,"Mera khayal hai ke 40, 50 serials to kiye honge",Neutral
7590,"In mein Shala Coat, Saiyqa, Mere Qatil Mere Dildar, Na Kaho Tum Mere Ho, Parsa, Dastaan, Pani Pe Likha, Bilqius Kor, Mirat ul Uroos aur Mujhe Khuda pe Yaqeen hai, mere yaadgar serial hain",Neutral
7591,"Dosti ke qaiyl hain, sab se acha dost kaun hai ?",Neutral
7592,Kya biwi se aesi dosti hai ke aap un se sab kuch share kar saken ?,Neutral
7593,"Haseen chehre aur dilkash khandokhal ki malik Katrina Kaif ko aam tor par sirf Bollywood adakara ke tor par phechana jata hai, jab ke unhon ne Telugu aur Malayalam zaban ki filmon mein bhi kaam kiya hai",Neutral
7594,Wo is waqat Baharat ki sab se ziyadah mawza lene wali adakaraon mein shamil hain,Neutral
7595,Katrina 16 July ko Hong Kong mein paida hoein,Neutral
7596,Katrina Kaif  ke bayan ke mutabiq un ke walid aik Kashmiri bussinessman aur bartanvi shehari hain,Neutral
7597,"Katrina ke naam mein Kaif ka lahiqa un hi ki niabat se laga howa hai, is se phele wo apni angrez walidah Suzanne Turquotte ki nisbat se apna naam Katrina Turquotte likhti thein",Neutral
7598,Katrina ki 3 behanen un se choti aur 3 un se bar hai jab ke aik bhai sab se bare hain,Neutral
7599,Yun wo kul 8 bhai behan hain,Neutral
7600,Un ki waldah ne apne bachon ki talim ziyadah tar ghar hi par America se bazariya dak ane wale courses ki madad se ki,Neutral
7601,"Yun Katrina bhi Hong Kong mein apni paidaish ke bad waldah ke sath China, Japan,Switzerland, France, Balgium, Poland aur Hawaii mein bhi rahein",Neutral
7602,Sab se akhir mein wo Londan aayein jahan unhon ne sirf 3 saal guzare lekin samjha ye jata hai ke unhon ne London hi mein parwarish pai aur taleem hasil ki,Neutral
7603,"Beharhal wo Bartaniya ki shehri hain aur abhi tak wo Baharat mein ""work visa"" par kaam karti hain",Neutral
7604,Katrina ne 14 saal ki umar mein Hawaii mein aik muqabla e husan jeetne ke bad modling ke raste se showbiz ki duniya mein qadam rakha tha,Neutral
7605,"17 saal ki umar mein wo London mein engineering ki taleem hasil kar rahi thein lekin unhen is se dilchaspi nahi thi, chunacha wo us doran bhi modling kar rahi thein aur London Fassion Weak mein bhi hissa le rahi thein",Neutral
7606,"Wahen un ki mulaqat Kaizad Gustad nami us producer se hoi thi jis ne""Boom"" India mein banai thi",Neutral
7607,Katrina Kaif ka lehja Bartanvi tha,Neutral
7608,"2005 mein Katrina ne film ""Sarkar"" mein mukhtasir sa role kiya",Neutral
7609,"Film ""Main ne piyar kyun kiya"" mein unhen Salman Khan ke muqabil heroin ka kirdar mila",Neutral
7610,2010 mein jab un ke darmiyan bohat doriyan thein tab Katrina ne man liya ke mazi mein wo aur Salman aik dosre ki mohabat mein giraftar the,Neutral
7611,"2006 mein Katrina film ""Hum ko diwana kar gai"" mein Akshey Kumar ke muqabil jalwagar hoien",Neutral
7612,Sahi mainon mein un ke filmi career ka aghaz2007 mein howa,Neutral
7613,"Us saal un ki 4 filmen ""Namaste London, Apne, Partner aur Welcome"" release hoien aur charon kamyab rahein",Neutral
7614,"2008 mein un ki ""Race, Singh is king aur Yovraj"" release hoien",Neutral
7615,"Is ke bad ke barson mein un ki filmon mein ""Agab preem ki ghazab kahani, De dana dan, Rajniti, Tesmar Khan, Zindagi na mile gi dobara, Aik tha tigar, Jab tak hai jan aur Dhoom3"" shamil hain",Neutral
7616,In ki akhiruz zikar film ne Bollywood ki ab tak ki tarikh mein sab se ziyadah bussines kiya,Neutral
7617,"2014 mein un ki 3 filmen ""Bang bang, Phantom aur Jagga jassos"" release hoien",Neutral
7618,Katrina bohat kam go hai,Neutral
7619,Dil ke mamlat par to kiya aam mozuaat par bhi kam hi zaban kholti hain,Neutral
7620,Is leye ye khena mushkil hai ke unhein kis se dili muhabat hai ya wo kis se shadi ka irada rakhti hain,Neutral
7621,Lekin ye baat bhi qabil e ghor hai ke Salman Kahan se bhi un ki tajdid e marasim ho chuki hai,Neutral
7622,Sehra kis ke sar sajta hai ye to waqat hi bataye ga,Neutral
7623,"Unhon ne 1973 mein PTV Lahore  serise "" jhok siyal"" se shurat ke safar ka aghaz kiya",Neutral
7624,63 sala Abid Ali 17 March 1952 ko Baluchistan ke sadar muqam Queeta mein paida howe,Neutral
7625,"Zaman e talib e ilmi mein unhen adakari ka koi shoq nahi tha, balke un ka ziyadah rujhan us dor mein musaviri aur tehrir ki taraf raha",Neutral
7626,1986 mein Queeta ki mashhor addbi aur samaji shakhsiyat aur maroof shair Atta Shad ki un se mulaqat hoi,Neutral
7627,Abid Ali audition ke leye gaye aur kamyan hone ke bad Queeta radio se dramon samet mukhtalif programon mein sada kari karne lage,Neutral
7628,1973 mein hosol e raozgar aur behtar mashi mustaqbil ka khawab ankhon mein sajaye ye gabro jawan Queeta se Lahore mumtaqil ho gaya,Neutral
7629,"Abid Ali ke mashhor dramon mein jhok siyal ke elawa "" waris, suraj ke sath sath, ghulam gardish, mehandi, morat, sehali, samandar, dosra asman, buri aurat, masi aur malka, aan, jehaz, kala jadu, rukhsati aur dasht samet latadad drama serials, soaps aur infaradi drame shamil hain",Neutral
7630,"In dramon mein adakari ke sath sath unhon ne "" malka aur masi"" samet "" saheli"" ki hidayaat bhi den aur in donon dramon ko produce bhi kiya",Neutral
7631,"2009 mein Abid Ali ne aik Bollywood film ""Mr Bhatti on chuti"" mein kaam kiya",Neutral
7632,"In filmon mein ""mosa khan, laila, sahibah, betab, fatah, nagina, Allah rakhi, gharibon ka badshah, sone ki talash, waris aur khak aur khoon"" waghaira shamil hain",Neutral
7633,Lekin ziyadah shorat unhen jhok siyal se mili,Neutral
7634,"Tv par unhen Yawar Hayat, M Nisar Hussain, Saleem Chichtti, Ashfaq Ahmed aur Bano Qudsiya jese asatzah mile",Neutral
7635,"Ye wo dor tha ke jab Firdos Jamal, Shujat Hashmi aur M Qawi ka tota bol raha tha",Neutral
7636,Is ke elawa bhi wo mutadid award hasil karte rahe,Neutral
7637,"Super model Iman Ali, Rahima Ali aur Mariyam Ali bhi apni shanakht kitni bhi mutabar ho magar in ki pehchan aik mazboot hawala ye bhi hai ke wo Abid Ali ki betiyan hain",Neutral
7638,Kisi bhi drame ke kirdar ko haqiqat ke rangon se sajate Abid Ali ka orhna bichona sirf showbiz hai,Neutral
7639,Wo apna zati production house bhi chalate hain aur khob chan phatak ke bad apni taraf ane wali adakari ki offer bhi qabol kar lete hain,Neutral
7640,Wo aaj ke dor mein directors aur producers ki nai nasal ke sath zaror kaam kar rahe hain magar apne kuch purane usalon par wo aaj bhi samjhota nahi karte,Neutral
7641,"Misal ke tor par wo aaj bhi set par pohanche se phele script ko achi tarah yad kar lete hain, aur jab tak apne sath sath apni pori team ko drame ki rerhersal nahi karwa dete us waqat tak ""ok take"" ka nara sunne ke sakhat khilaf hain",Neutral
7642,Purane usolon aur jadid riwayaton ke sahare Abid Ali ka fani safar jari hai aur Abid Ali ki zati shakhsiyat mein koi tabdili aaye ya na aaye lekin dekhne wale har naye drame aik bilkul naye Abid Ali se zaror mulaqat karte hain,Neutral
7643,Marilyn Monroe 1 June 1926 ko paida hui to naam Norma Jean rakha gaya,Neutral
7644,Biptisma ki rasam adaa hui to naam Norma Jean Baker ho chukka tha,Neutral
7645,"Is se pehle is ka naam Norma Jean Mortenson bhi rakha gaya, lekin aik actress, singer aur model ke taur par suniya bhar mein Marilyn Monroe ke naam se lazawaal shohrat paai",Neutral
7646,Jin logon ne bhi is yahoodi actress ki films dekhi hain,Neutral
7647,Wo ab umar ke kisi bhi hisse mein hon,Neutral
7648,Is ke tazkare par in ke dilon ki dharkane do chaar lamhon ke liye zaroor taiz hoti hain,Neutral
7649,Wajah aap samajh sakte hain,Neutral
7650,Modeling ki wajah se filmy duniya ka darwaza is liye khula,Neutral
7651,1946 mein aik chote se role ke liye pehli baar film sign ki,Neutral
7652,Isi tarah ke chand chote motey roles karne ke bad 1950 mein 2 films The Asphalt Jungle and All About Eve mein qadrey numayan role mile aur in films ko oasat darje ki kamiyabi bhi hasil hui,Neutral
7653,1953 mein Marilyn Monroe ko films mein markazi kirdar milna shuru hue,Neutral
7654,"The Dumb Blonde mein sunehre balon wali bewaqoof ladki ka role umdagi se kiya to bad mein 2, 3 films mein in se isi tarah ke comedy role karwae gae aur in par goya isi kirdar ki chaap lag gai",Neutral
7655,1957 mein in ki apni production company ki film The Prince and The Show Girl par Bafta award ke liye nominate hui,Neutral
7656,1959 mein Some Like It Hot par golden globe award mila,Neutral
7657,Tahum maut ke 37 years bad American film Institute jaise mauqqir aur barhe idarey ne Marilyn Monroe ko Greatest Female Star of all Time qaraar diya,Neutral
7658,29 June 1956 ko Marilyn Monroe ne famous drama nigaar Arthur Miller se shadi ki,Neutral
7659,"Marilyn Monroe ke left paaon ki 6 fingers thin aur in ke left gaal par aik real till bhi tha, jise lop artificial samajhte the",Neutral
7660,"Go ke inho ne sanjeeda aur tragedy character bhi barhi maharat se adaa kiye hain, lekin nazreen inhe comedy aur interesting roles mein he dekhna pasand karte hain",Neutral
7661,Bushra Ansari aik kamiyab host bhi hain,Neutral
7662,"Inho ne TV shows ke ilawa kae award shows, stage shows aur mukhtalif taqareeb mein hosting ki hai",Neutral
7663,"haal he mein Hum Tv ne Indian dinger Mikka Singh ke music show ka aehtemam kiya, to us mein bhi mezbani ke faraiyz Bushra Ansari ne he adaa kiye",Neutral
7664,bushra Geo Tv ke music show Pakistan Idol mein Hadiqa Kiyani aur Ali Azmat ke sath judge ke faraiyz anjaam de rahi hain,Neutral
7665,Bushra Ansari Tv ke liye dramas bhi likh rahi hain,Neutral
7666,"In ke tehreer karda serial Neeli Dhoop, Makaan, Kuch Dil ne Kaha aur Dil hai Chota Sa, behad maqbool hue",Neutral
7667,Bushra Ansari ko apne career mein beshumar award aur aezazaat mile hain,Neutral
7668,Jin mein pride of performance bataur khas qabil e zikar hain,Neutral
7669,Inhe sabiq sadar Parvez Musharraf ne apne daur mein sadarti award aur sabiq wazeer e aazam Benazir Bhutto ne Women Achievement award diya tha,Neutral
7670,Bushra Ansari PTV award ke ilawa kae martaba Lux style award bhi jeet chuki hain,Neutral
7671,"TV Shows : Fifty fifty, show time, rang tarang, loose talk, Saturday night live, Dolly ki aaegi baraat, mera naseeb, annie ki aaegi baraat, mere dard ko jo zuban mile, bilqees kaur, aangan terha, kalliyan, emergency ward, waghera",Neutral
7672,Bushra Ansari ne Geo films ki Abhi to Main Jawan hon mein bhi aik dilchasp role play kiya tha,Neutral
7673,Hollywood mein bataur martial art hero qadam rakhne wale Steven Seagal 10th April 1952 ko American estate Michigan mein paida hue,Neutral
7674,Jis ke forum bad in ke parents California muntaqil ho gae,Neutral
7675,Jahan steven ne apni high school ki taleem mukammal ki,Neutral
7676,Jab steven school mein the to apni umer chupate hue inho ne aik aise restaurant mein bartan dhone ka kaam shuru kar diya jahan ka aik cook martial art ke mahir the,Neutral
7677,19 baras ke hue to is ke walid ko 2 baras ke liye Japan jana parha,Neutral
7678,1974 mein America wapsi par in ki mulaqat khatoon Aikido instructor Miyako Fujitani se hui,Neutral
7679,Steven ke susar aik Aikido academy mein head instructor the,Neutral
7680,Un ke retire hone ke bad yeh jagah Steven Seagal ne sanbhal li,Neutral
7681,"Biwi se alehdgi ke bad steven Mexico chale gae, jahan martial art ki tarbiyat dene lage",Neutral
7682,1983 mein America wapsi ke bad California mein Aikido academy khol li,Neutral
7683,In ke 2 music album bhi release ho chuke hain,Neutral
7684,Steven Seagal ki films mein martial art aur qanoon ka ansar roles mein numaya rehta hai,Neutral
7685,Shayad is ki wajah in ki martial art mein maharat aur filmy career ke dauran aik police academy se graduation karna hai,Neutral
7686,Isi liye Steven Seagal ko American estate Luciana mein reserve Deputy Sheriff ka aezaaz hasil hai,Neutral
7687,Steven ne 3 shadiyan ki aur in ke 6 bache hain,Neutral
7688,Wo budhmat ke manne wale hain,Neutral
7689,Jaise bohat se cento logy ke manne wale hain,Neutral
7690,"Pakistan ki mosiqi ka fakhar, Master Inayat Hussain Lahore ke andiron Bhati darwaza mein 1916 mein paida howae",Neutral
7691,Khandani tor par mosiqi wirse mein mile,Neutral
7692,Wajibi si taleem ke bad khandani dastor ke mutabiq mosiqi ki taleem hasil karna shuru ki,Neutral
7693,Harmonium ki taleem apne mamoon Ustad Behar Bakhash se hasil ki,Neutral
7694,Classical mosiqi ki baqaedah taleem Khan Sahab Bare Ghulam Ali Khan se hasil ki,Neutral
7695,Master Inayat Hussain bohat hi surelye the aur is par Ustad Bare Ghulam Ali Khan ki nazar e Inayat ne unhein waqayi Master Inayat Hussain bana deya,Neutral
7696,Apne ibtedai dinon mein Master Inayat Hussain ne golokari ke sath sath adakari bhi ki,Neutral
7697,Nawab of Rampur ne un ki shurat ke pesh e nazar unhein apne darbar se musalik kar leya lekin ye arsa kuch ziyadah nahi hai,Neutral
7698,Bad azan mukhtalif gramophone companies ke sath kaam kiya,Neutral
7699,Is dor mein gramophone companies record par composer ka naam nahi likhti thein lekin is ke bawajod mosiqi ko samajhne wale log un ke kaam ki shanakht kar sakte the,Neutral
